what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1604013538626
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1604013538626
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1604013538626
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1604013538626
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1604013538626
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1604013538626
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1604013538626
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1604013538626
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1604013538626
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1604013538626
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1604013538626
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1604013538626
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1604013538626
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1604013538642
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1604013538642
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1604013538642
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1604013538642
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1604013538642
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1604013538642
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1604013538642
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1604013538642
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1604013538642
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1604013538642
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1604013538642
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1604013538642
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1604013538814
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1604013538814
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1604013538814
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1604013538814
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1604013538814
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1604013538814
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1604013538814
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1604013538830
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1604013538830
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1604013538830
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1604013538830
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1604013538830
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1604013538830
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1604013538830
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1604013538830
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1604013538830
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1604013538830
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1604013538830
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1604013538830
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1604013538830
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1604013538830
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1604013538845
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1604013538845
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1604013538845
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1604013538845
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1604013538845
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1604013538845
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1604013538845
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1604013538845
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1604013538845
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1604013538845
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1604013538861
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1604013538861
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1604013538861
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1604013538861
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1604013538861
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1604013538861
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1604013538876
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1604013538876
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1604013538876
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1604013538876
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1604013538876
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1604013538876
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1604013538876
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1604013538876
os,sysinfo,,,"win32",1604013538876
arch,sysinfo,,,"x86",1604013538876
ws,sysinfo,,,"win32",1604013538876
locale,sysinfo,,,"pt_BR",1604013538876
processors,sysinfo,,,"4",1604013538876
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1604013538876
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1604013538876
java.specification.name,sysinfo,,,"Java Platform API Specification",1604013538876
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1604013538876
java.specification.version,sysinfo,,,"1.6",1604013538876
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1604013538876
java.version,sysinfo,,,"1.6.0_23",1604013538876
java.vm.info,sysinfo,,,"mixed mode",1604013538876
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1604013538876
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1604013538876
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1604013538876
java.vm.specification.version,sysinfo,,,"1.0",1604013538876
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1604013538876
java.vm.version,sysinfo,,,"19.0-b09",1604013538876
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1604013540251
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1604013631020
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604013637004
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1604013637254
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1604013637285
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1604013637301
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1604013637301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604013639223
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1604013793286
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1604013793489
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1604013795473
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1604013797583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604013805895
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1604013856440
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604013856487
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604013856612
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1604013856940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604013888219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604013908499
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604013919185
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1604013919310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604013930388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604013956245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604013956558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604013960729
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1604013963370
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604013963386
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604013992524
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604013992602
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014102825
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604014120042
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014124120
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014124198
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014155634
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014157290
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014162149
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014164086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604014210569
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604014216022
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014380308
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014433914
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1604014442585
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1604014442585
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014443257
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014469599
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604014476567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604014721324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604014915723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604014921471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604014997319
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604015147778
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604015154034
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604015206335
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604015210633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604015214195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604015457388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604015629171
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604015634492
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604015635254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015638943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015641577
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604015658727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015665640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015669077
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604015698031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015751868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015765425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015792242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015809988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015815194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015872075
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604015879855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015884183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604015919341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016043833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016229089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016340789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016358872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016359005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016361309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016601478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016604087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016606498
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1604016606717
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604016606935
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1604016607388
